threshold,accuracy,precision,recall,f1_score
2.9735065,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.050899,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.1282916,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.2056837,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.2830763,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.3604689,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.4378614,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.5152535,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.5926461,0.8484848484848485,1.0,0.2857142857142857,0.4444444444444444
3.6700387,0.8181818181818182,1.0,0.14285714285714285,0.25
3.7474308,0.8181818181818182,1.0,0.14285714285714285,0.25
3.8248234,0.8181818181818182,1.0,0.14285714285714285,0.25
3.902216,0.8181818181818182,1.0,0.14285714285714285,0.25
3.979608,0.8181818181818182,1.0,0.14285714285714285,0.25
4.0570006,0.8181818181818182,1.0,0.14285714285714285,0.25
4.134393,0.8181818181818182,1.0,0.14285714285714285,0.25
4.211786,0.8181818181818182,1.0,0.14285714285714285,0.25
4.289178,0.8181818181818182,1.0,0.14285714285714285,0.25
4.3665705,0.8181818181818182,1.0,0.14285714285714285,0.25
4.443963,0.8181818181818182,1.0,0.14285714285714285,0.25
4.521355,0.8181818181818182,1.0,0.14285714285714285,0.25
4.5987477,0.8181818181818182,1.0,0.14285714285714285,0.25
4.6761403,0.8181818181818182,1.0,0.14285714285714285,0.25
4.7535324,0.8181818181818182,1.0,0.14285714285714285,0.25
4.830925,0.8181818181818182,1.0,0.14285714285714285,0.25
4.9083176,0.8181818181818182,1.0,0.14285714285714285,0.25
4.98571,0.8181818181818182,1.0,0.14285714285714285,0.25
5.0631022,0.8181818181818182,1.0,0.14285714285714285,0.25
5.140495,0.8181818181818182,1.0,0.14285714285714285,0.25
5.2178874,0.8181818181818182,1.0,0.14285714285714285,0.25
5.2952795,0.8181818181818182,1.0,0.14285714285714285,0.25
5.372672,0.8181818181818182,1.0,0.14285714285714285,0.25
5.4500647,0.8181818181818182,1.0,0.14285714285714285,0.25
5.527457,0.8181818181818182,1.0,0.14285714285714285,0.25
5.6048493,0.8181818181818182,1.0,0.14285714285714285,0.25
5.682242,0.8181818181818182,1.0,0.14285714285714285,0.25
5.759634,0.8181818181818182,1.0,0.14285714285714285,0.25
